,img_names,columns,row,Lat,Lon,Alt,entropies
0,0_0_35.16_-89.9_18.jpg,0.0,0.0,35.16,-89.9,18.0,6.433235370644337
1,0_1_35.15994098368347_-89.90183078519787_18.jpg,0.0,1.0,35.15994098368347,-89.90183078519787,18.0,6.557186956088037
2,0_2_35.158858689816974_-89.90179231623489_18.jpg,0.0,2.0,35.158858689816974,-89.90179231623489,18.0,6.3842488021368595
3,0_3_35.15777639572004_-89.90175384932259_18.jpg,0.0,3.0,35.15777639572004,-89.90175384932259,18.0,6.5573166339481475
4,0_4_35.15669410139267_-89.90171538446086_18.jpg,0.0,4.0,35.15669410139267,-89.90171538446086,18.0,6.409184742584959
5,0_5_35.15561180683485_-89.90167692164961_18.jpg,0.0,5.0,35.15561180683485,-89.90167692164961,18.0,6.497414330610664
6,0_6_35.154529512046615_-89.90163846088872_18.jpg,0.0,6.0,35.154529512046615,-89.90163846088872,18.0,6.518972448739329
7,0_7_35.15344721702793_-89.90160000217807_18.jpg,0.0,7.0,35.15344721702793,-89.90160000217807,18.0,6.378214847133547
8,0_8_35.15236492177883_-89.90156154551755_18.jpg,0.0,8.0,35.15236492177883,-89.90156154551755,18.0,6.376340155798592
9,0_9_35.15128262629932_-89.90152309090708_18.jpg,0.0,9.0,35.15128262629932,-89.90152309090708,18.0,6.43022486361527
10,0_10_35.15020033058939_-89.90148463834653_18.jpg,0.0,10.0,35.15020033058939,-89.90148463834653,18.0,6.371051885042799
11,0_11_35.149118034649064_-89.9014461878358_18.jpg,0.0,11.0,35.149118034649064,-89.9014461878358,18.0,6.516847667987456
12,0_12_35.14803573847831_-89.90140773937478_18.jpg,0.0,12.0,35.14803573847831,-89.90140773937478,18.0,6.319064221351228
13,0_13_35.14695344207718_-89.90136929296335_18.jpg,0.0,13.0,35.14695344207718,-89.90136929296335,18.0,6.752575907648682
14,0_14_35.14587114544565_-89.90133084860142_18.jpg,0.0,14.0,35.14587114544565,-89.90133084860142,18.0,6.336102801515405
15,0_15_35.144788848583744_-89.90129240628886_18.jpg,0.0,15.0,35.144788848583744,-89.90129240628886,18.0,6.525165723787102
16,0_16_35.143706551491434_-89.90125396602558_18.jpg,0.0,16.0,35.143706551491434,-89.90125396602558,18.0,6.403873373656154
17,0_17_35.142624254168766_-89.90121552781147_18.jpg,0.0,17.0,35.142624254168766,-89.90121552781147,18.0,6.3634397576463355
18,0_18_35.14154195661571_-89.90117709164643_18.jpg,0.0,18.0,35.14154195661571,-89.90117709164643,18.0,6.536618377801922
19,0_19_35.14045965883229_-89.90113865753032_18.jpg,0.0,19.0,35.14045965883229,-89.90113865753032,18.0,6.46741007117577
20,0_20_35.13937736081851_-89.90110022546305_18.jpg,0.0,20.0,35.13937736081851,-89.90110022546305,18.0,6.706632155953898
21,0_21_35.13829506257437_-89.90106179544452_18.jpg,0.0,21.0,35.13829506257437,-89.90106179544452,18.0,6.435446678369807
22,0_22_35.13721276409988_-89.90102336747461_18.jpg,0.0,22.0,35.13721276409988,-89.90102336747461,18.0,6.392049646608276
23,0_23_35.136130465395034_-89.90098494155322_18.jpg,0.0,23.0,35.136130465395034,-89.90098494155322,18.0,6.409384018160103
24,0_24_35.13504816645986_-89.90094651768024_18.jpg,0.0,24.0,35.13504816645986,-89.90094651768024,18.0,6.414524505825978
25,0_25_35.133965867294336_-89.90090809585556_18.jpg,0.0,25.0,35.133965867294336,-89.90090809585556,18.0,6.582765840145311
26,0_26_35.13288356789848_-89.90086967607907_18.jpg,0.0,26.0,35.13288356789848,-89.90086967607907,18.0,6.523582063555475
27,0_27_35.131801268272305_-89.90083125835065_18.jpg,0.0,27.0,35.131801268272305,-89.90083125835065,18.0,6.72554781076806
28,0_28_35.130718968415806_-89.90079284267021_18.jpg,0.0,28.0,35.130718968415806,-89.90079284267021,18.0,6.3689866494534195
29,0_29_35.12963666832897_-89.90075442903763_18.jpg,0.0,29.0,35.12963666832897,-89.90075442903763,18.0,6.626338160563684
30,0_30_35.12855436801184_-89.90071601745282_18.jpg,0.0,30.0,35.12855436801184,-89.90071601745282,18.0,6.5841315009904635
31,0_31_35.1274720674644_-89.90067760791565_18.jpg,0.0,31.0,35.1274720674644,-89.90067760791565,18.0,6.438407004781554
32,0_32_35.12638976668667_-89.90063920042604_18.jpg,0.0,32.0,35.12638976668667,-89.90063920042604,18.0,6.508113275163395
33,0_33_35.12530746567862_-89.90060079498386_18.jpg,0.0,33.0,35.12530746567862,-89.90060079498386,18.0,6.3163727191764645
34,0_34_35.12422516444028_-89.90056239158899_18.jpg,0.0,34.0,35.12422516444028,-89.90056239158899,18.0,6.380104189131618
35,0_35_35.12314286297166_-89.90052399024134_18.jpg,0.0,35.0,35.12314286297166,-89.90052399024134,18.0,6.411369572519849
36,0_36_35.12206056127276_-89.9004855909408_18.jpg,0.0,36.0,35.12206056127276,-89.9004855909408,18.0,6.5416298704470215
37,0_37_35.12097825934358_-89.90044719368726_18.jpg,0.0,37.0,35.12097825934358,-89.90044719368726,18.0,6.371015483648879
38,0_38_35.11989595718412_-89.90040879848063_18.jpg,0.0,38.0,35.11989595718412,-89.90040879848063,18.0,6.431776169125259
39,0_39_35.118813654794394_-89.90037040532074_18.jpg,0.0,39.0,35.118813654794394,-89.90037040532074,18.0,6.479849573600439
40,0_40_35.117731352174395_-89.90033201420758_18.jpg,0.0,40.0,35.117731352174395,-89.90033201420758,18.0,6.227441298371391
41,0_41_35.116649049324174_-89.90029362514095_18.jpg,0.0,41.0,35.116649049324174,-89.90029362514095,18.0,6.280439963767232
42,0_42_35.11556674624367_-89.90025523812078_18.jpg,0.0,42.0,35.11556674624367,-89.90025523812078,18.0,6.625022330077056
43,1_0_35.16_-89.90011215028642_18.jpg,1.0,0.0,35.16,-89.90011215028642,18.0,6.404930744354538
44,1_1_35.15994098368347_-89.90007370248752_18.jpg,1.0,1.0,35.15994098368347,-89.90007370248752,18.0,6.444987580683364
45,1_2_35.158858689816974_-89.90003525673815_18.jpg,1.0,2.0,35.158858689816974,-89.90003525673815,18.0,6.50757751814386
46,1_3_35.15777639572004_-89.89999681303826_18.jpg,1.0,3.0,35.15777639572004,-89.89999681303826,18.0,6.584301886161126
47,1_4_35.15669410139267_-89.8999583713877_18.jpg,1.0,4.0,35.15669410139267,-89.8999583713877,18.0,6.294787205057386
48,1_5_35.15561180683485_-89.89991993178637_18.jpg,1.0,5.0,35.15561180683485,-89.89991993178637,18.0,6.259601927308766
49,1_6_35.154529512046615_-89.89988149423417_18.jpg,1.0,6.0,35.154529512046615,-89.89988149423417,18.0,6.4820598621829255
50,1_7_35.15344721702793_-89.89984305873098_18.jpg,1.0,7.0,35.15344721702793,-89.89984305873098,18.0,6.529862556693112
51,1_8_35.15236492177883_-89.8998046252767_18.jpg,1.0,8.0,35.15236492177883,-89.8998046252767,18.0,6.198792226000328
52,1_9_35.15128262629932_-89.89976619387123_18.jpg,1.0,9.0,35.15128262629932,-89.89976619387123,18.0,6.15871853153321
53,1_10_35.15020033058939_-89.89972776451444_18.jpg,1.0,10.0,35.15020033058939,-89.89972776451444,18.0,6.187332812157152
54,1_11_35.149118034649064_-89.89968933720624_18.jpg,1.0,11.0,35.149118034649064,-89.89968933720624,18.0,6.68868224396144
55,1_12_35.14803573847831_-89.8996509119465_18.jpg,1.0,12.0,35.14803573847831,-89.8996509119465,18.0,6.663761310375863
56,1_13_35.14695344207718_-89.89961248873514_18.jpg,1.0,13.0,35.14695344207718,-89.89961248873514,18.0,6.549115829096122
57,1_14_35.14587114544565_-89.89957406757203_18.jpg,1.0,14.0,35.14587114544565,-89.89957406757203,18.0,6.148730490492996
58,1_15_35.144788848583744_-89.89953564845706_18.jpg,1.0,15.0,35.144788848583744,-89.89953564845706,18.0,6.439011597007698
59,1_16_35.143706551491434_-89.89949723139016_18.jpg,1.0,16.0,35.143706551491434,-89.89949723139016,18.0,6.3479163140428785
60,1_17_35.142624254168766_-89.89945881637117_18.jpg,1.0,17.0,35.142624254168766,-89.89945881637117,18.0,6.423988790959407
61,1_18_35.14154195661571_-89.8994204034_18.jpg,1.0,18.0,35.14154195661571,-89.8994204034,18.0,6.490022819888787
62,1_19_35.14045965883229_-89.89938199247655_18.jpg,1.0,19.0,35.14045965883229,-89.89938199247655,18.0,6.373570922154023
63,1_20_35.13937736081851_-89.89934358360073_18.jpg,1.0,20.0,35.13937736081851,-89.89934358360073,18.0,6.487563505967426
64,1_21_35.13829506257437_-89.89930517677237_18.jpg,1.0,21.0,35.13829506257437,-89.89930517677237,18.0,6.551254520272292
65,1_22_35.13721276409988_-89.89926677199142_18.jpg,1.0,22.0,35.13721276409988,-89.89926677199142,18.0,6.577357480582545
66,1_23_35.136130465395034_-89.89922836925776_18.jpg,1.0,23.0,35.136130465395034,-89.89922836925776,18.0,6.438645758894105
67,1_24_35.13504816645986_-89.89918996857126_18.jpg,1.0,24.0,35.13504816645986,-89.89918996857126,18.0,6.41305838318575
68,1_25_35.133965867294336_-89.89915156993185_18.jpg,1.0,25.0,35.133965867294336,-89.89915156993185,18.0,6.39061799212947
69,1_26_35.13288356789848_-89.89911317333937_18.jpg,1.0,26.0,35.13288356789848,-89.89911317333937,18.0,6.56751026760982
70,1_27_35.131801268272305_-89.89907477879377_18.jpg,1.0,27.0,35.131801268272305,-89.89907477879377,18.0,6.64279371399902
71,1_28_35.130718968415806_-89.8990363862949_18.jpg,1.0,28.0,35.130718968415806,-89.8990363862949,18.0,6.501410307973176
72,1_29_35.12963666832897_-89.89899799584265_18.jpg,1.0,29.0,35.12963666832897,-89.89899799584265,18.0,6.526058697408473
73,1_30_35.12855436801184_-89.89895960743694_18.jpg,1.0,30.0,35.12855436801184,-89.89895960743694,18.0,6.423919826044564
74,1_31_35.1274720674644_-89.89892122107763_18.jpg,1.0,31.0,35.1274720674644,-89.89892122107763,18.0,6.635616169095134
75,1_32_35.12638976668667_-89.89888283676464_18.jpg,1.0,32.0,35.12638976668667,-89.89888283676464,18.0,6.573157721901188
76,1_33_35.12530746567862_-89.89884445449786_18.jpg,1.0,33.0,35.12530746567862,-89.89884445449786,18.0,6.501216022485675
77,1_34_35.12422516444028_-89.89880607427716_18.jpg,1.0,34.0,35.12422516444028,-89.89880607427716,18.0,6.500546992685421
78,1_35_35.12314286297166_-89.89876769610245_18.jpg,1.0,35.0,35.12314286297166,-89.89876769610245,18.0,6.284903061308281
79,1_36_35.12206056127276_-89.89872931997361_18.jpg,1.0,36.0,35.12206056127276,-89.89872931997361,18.0,6.25929748594399
80,1_37_35.12097825934358_-89.89869094589054_18.jpg,1.0,37.0,35.12097825934358,-89.89869094589054,18.0,6.540838198063765
81,1_38_35.11989595718412_-89.89865257385314_18.jpg,1.0,38.0,35.11989595718412,-89.89865257385314,18.0,6.528834409450582
82,1_39_35.118813654794394_-89.89861420386127_18.jpg,1.0,39.0,35.118813654794394,-89.89861420386127,18.0,6.603557621445176
83,1_40_35.117731352174395_-89.89857583591487_18.jpg,1.0,40.0,35.117731352174395,-89.89857583591487,18.0,6.434223547002117
84,1_41_35.116649049324174_-89.89853747001379_18.jpg,1.0,41.0,35.116649049324174,-89.89853747001379,18.0,6.691252943822534
85,1_42_35.11556674624367_-89.89849910615794_18.jpg,1.0,42.0,35.11556674624367,-89.89849910615794,18.0,6.652071993377847
86,2_0_35.16_-89.89835504071779_18.jpg,2.0,0.0,35.16,-89.89835504071779,18.0,6.374011111888663
87,2_1_35.15994098368347_-89.89831661613395_18.jpg,2.0,1.0,35.15994098368347,-89.89831661613395,18.0,6.365797896904366
88,2_2_35.158858689816974_-89.89827819359841_18.jpg,2.0,2.0,35.158858689816974,-89.89827819359841,18.0,6.54839609814227
89,2_3_35.15777639572004_-89.89823977311111_18.jpg,2.0,3.0,35.15777639572004,-89.89823977311111,18.0,6.506053960447704
90,2_4_35.15669410139267_-89.89820135467191_18.jpg,2.0,4.0,35.15669410139267,-89.89820135467191,18.0,6.612744613460444
91,2_5_35.15561180683485_-89.8981629382807_18.jpg,2.0,5.0,35.15561180683485,-89.8981629382807,18.0,6.537898954706902
92,2_6_35.154529512046615_-89.8981245239374_18.jpg,2.0,6.0,35.154529512046615,-89.8981245239374,18.0,6.509991035286398
93,2_7_35.15344721702793_-89.89808611164186_18.jpg,2.0,7.0,35.15344721702793,-89.89808611164186,18.0,6.336925067207065
94,2_8_35.15236492177883_-89.898047701394_18.jpg,2.0,8.0,35.15236492177883,-89.898047701394,18.0,6.319912694486716
95,2_9_35.15128262629932_-89.89800929319371_18.jpg,2.0,9.0,35.15128262629932,-89.89800929319371,18.0,6.274476284261662
96,2_10_35.15020033058939_-89.89797088704087_18.jpg,2.0,10.0,35.15020033058939,-89.89797088704087,18.0,6.6874419359937605
97,2_11_35.149118034649064_-89.89793248293537_18.jpg,2.0,11.0,35.149118034649064,-89.89793248293537,18.0,6.580023895329206
98,2_12_35.14803573847831_-89.89789408087714_18.jpg,2.0,12.0,35.14803573847831,-89.89789408087714,18.0,6.619873057952037
99,2_13_35.14695344207718_-89.89785568086602_18.jpg,2.0,13.0,35.14695344207718,-89.89785568086602,18.0,6.530685115718687
100,2_14_35.14587114544565_-89.89781728290193_18.jpg,2.0,14.0,35.14587114544565,-89.89781728290193,18.0,6.577663236037653
101,2_15_35.144788848583744_-89.89777888698475_18.jpg,2.0,15.0,35.144788848583744,-89.89777888698475,18.0,6.49842992078454
102,2_16_35.143706551491434_-89.8977404931144_18.jpg,2.0,16.0,35.143706551491434,-89.8977404931144,18.0,6.43483620351004
103,2_17_35.142624254168766_-89.89770210129072_18.jpg,2.0,17.0,35.142624254168766,-89.89770210129072,18.0,6.497049286101256
104,2_18_35.14154195661571_-89.89766371151364_18.jpg,2.0,18.0,35.14154195661571,-89.89766371151364,18.0,6.466761099466378
105,2_19_35.14045965883229_-89.89762532378305_18.jpg,2.0,19.0,35.14045965883229,-89.89762532378305,18.0,6.461714913019155
106,2_20_35.13937736081851_-89.89758693809883_18.jpg,2.0,20.0,35.13937736081851,-89.89758693809883,18.0,6.426512298928897
